Frame PAW    isLEFT      WHEEL
 204       0.0000 0      +0.0000
 205       0.0000 0      +0.0000
 206       0.0000 0      +0.0000
 207       0.0000 0      +0.0000
 208       0.0000 0      +0.0000
 209       0.0000 0      +0.0000
 210       0.0000 0      +0.0000
 211       0.0000 0      +0.0000
 212       0.0000 0      +0.0000
 213       0.0000 0      +0.0000
 214       0.0000 0      +0.0000
 215       0.0000 0      +0.0000
 216       0.0000 0      +0.0000
 217       0.0000 0      +0.0000
 218       0.0000 0      +0.0000
 219       0.0000 0      +0.0000
 220       0.0000 0      +0.0000
 221       0.0000 0      +0.0000
 222       0.0000 0      +0.0000
 223       0.0000 0      +0.0000
 224       0.0000 0      +0.0000
 225       0.0000 0      +0.0000
 226       0.0000 0      +0.0000
 227       0.0000 0      +0.0000
 228       0.0000 0      +0.0000
 229       0.0000 0      +0.0000
 230       0.0000 0      +0.0000
 231       0.0000 0      +0.0000
 232       0.0000 0      +0.0000
 233       0.0000 0      +0.0000
 234       0.0000 0      +0.0000
 235       0.0000 0      +0.0000
 236       0.0000 0      +0.0000
 237       0.0000 0      +0.0000
 238       0.0000 0      +0.0000
 239       0.0000 0      +0.0000
 240       0.0000 0      +0.0000
 241       0.0000 0      +0.0000
 242       0.0000 0      +0.0000
 243       0.0000 0      +0.0000
 244       0.0000 0      +0.0000
 245       0.0000 0      +0.0000
 246       0.0000 0      +0.0000
 247       0.0000 0      +0.0000
 248       0.0000 0      +0.0000
 249       0.0000 0      +0.0000
 250       0.0000 0      +0.0000
 251       0.0000 0      +0.0000
 252       0.0000 0      +0.0000
 253       0.0000 0      +0.0000
 254       0.6369 1      +0.0000
 255       1.3438 1      +0.0000
 256       1.9472 1      +0.0000
 257       3.1934 1      +0.0000
 258       5.1960 1      +0.0000
 259       7.3995 1      +0.0000
 260       5.8390 1      +0.0000
 261       8.6512 1      +0.0000
 262       9.7151 1      +0.0000
 263      11.3771 1      +0.0000
 264      11.5058 1      +0.0000
 265       6.4421 1      +0.0000
 266       1.3680 1      +0.0000
 267       0.4952 1      +0.0000
 268       1.3014 1      +0.0000
 269       2.2746 1      +0.0000
 270       2.8833 1      +0.0000
 271       2.0923 1      +0.0000
 272       0.6260 1      +0.0000
 273       0.0000 0      +0.0000
 274       0.0000 0      +0.0000
 275       0.0000 0      +0.0000
 276       0.0000 0      +0.0000
 277       0.0000 0      +0.0000
 278       0.0000 0      +0.0000
 279       0.0000 0      +0.0000
 280       0.0000 0      +0.0000
 281       0.0000 0      +0.0000
 282       0.0000 0      +0.0000
 283       0.0847 1      +0.0000
 284       0.2763 1      +0.0000
 285       2.0174 1      +0.0000
 286       5.1464 1      +0.0000
 287       5.0384 1      +0.0000
 288       3.1312 1      +0.0000
 289       2.9465 1      +0.0000
 290       4.8475 1      +0.0000
 291       2.4759 1      +0.0000
 292       0.6648 1      +0.0000
 293       0.9518 1      +0.0000
 294       1.7010 1      +0.0000
 295       0.9994 1      +0.0000
 296       0.0000 0      +0.0000
 297       0.0000 0      +0.0000
 298       0.0000 0      +0.0000
 299       0.0000 0      +0.0000
 300       0.0000 0      +0.0000
 301       0.0000 0      +0.0000
 302       0.0000 0      +0.0000
 303       0.0000 0      +0.0000
 304       0.0000 0      +0.0000
 305       0.0000 0      +0.0000
 306       0.0000 0      +0.0000
 307       0.0000 0      +0.0000
 308       0.0000 0      +0.0000
 309       0.0000 0      +0.0000
 310       0.0000 0      +0.0000
 311       0.0000 0      +0.0000
 312       0.0000 0      +0.0000
 313       0.0000 0      +0.0000
 314       0.0000 0      +0.0000
 315       0.0000 0      +0.0000
 316       0.0000 0      +0.0000
 317       0.0000 0      +0.0000
 318       0.0000 0      +0.0000
 319       0.0000 0      +0.0000
 320       0.0000 0      +0.0000
 321       0.0000 0      +0.0000
 322       0.0000 0      +0.0000
 323       0.0000 0      +0.0000
 324       0.0000 0      +0.0000
 325       0.0000 0      +0.0000
 326       0.0000 0      +0.0000
 327       0.0000 0      +0.0000
 328       0.0000 0      +0.0000
 329       0.0000 0      +0.0000
 330       0.0000 0      +0.0000
 331       0.0000 0      +0.0000
 332       0.0000 0      +0.0000
 333       0.0000 0      +0.0000
 334       0.0000 0      +0.0000
 335       0.0000 0      +0.0000
 336       0.0000 0      +0.0000
 337       0.0000 0      +0.0000
 338       0.0000 0      +0.0000
 339       0.0000 0      +0.0000
 340       0.0000 0      +0.0000
 341       0.0000 0      +0.0000
 342       0.0000 0      +0.0000
 343       0.0000 0      +0.0000
 344       0.0000 0      +0.0000
 345       0.0000 0      +0.0000
 346       0.0000 0      +0.0000
 347       0.0000 0      +0.0000
 348       0.0000 0      +0.0000
 349       0.0000 0      +0.0000
 350       0.0000 0      +0.0000
 351       0.0000 0      +0.0000
 352       0.0000 0      +0.0000
 353       0.0000 0      +0.0000
 354       0.0000 0      +0.0000
 355       0.0000 0      +0.0000
 356       0.0000 0      +0.0000
 357       0.0000 0      +0.0000
 358       0.0000 0      +0.0000
 359       0.0000 0      +0.0000
 360       0.0000 0      +0.0000
 361       0.0000 0      +0.0000
 362       0.0000 0      +0.0000
 363       0.0000 0      +0.0000
 364       0.0000 0      +0.0000
 365       0.0000 0      +0.0000
 366       0.0000 0      +0.0000
 367       0.0000 0      +0.0000
 368       0.0000 0      +0.0000
 369       0.0000 0      +0.0000
 370       0.0000 0      +0.0000
 371       0.0000 0      +0.0000
 372       0.0000 0      +0.0000
 373       0.0000 0      +0.0000
 374       0.0000 0      +0.0000
 375       0.0000 0      +0.0000
 376       0.0000 0      +0.0000
 377       0.0000 0      +0.0000
 378       0.0000 0      +0.0000
 379       0.0000 0      +0.0000
 380       0.0000 0      +0.0000
 381       0.0000 0      +0.0000
 382       0.0000 0      +0.0000
 383       0.0000 0      +0.0000
 384       0.0000 0      +0.0000
 385       0.0000 0      +0.0000
 386       0.0000 0      +0.0000
 387       0.0000 0      +0.0000
 388       0.0000 0      +0.0000
 389       0.0000 0      +0.0000
 390       0.3134 0      +0.0000
 391       0.5143 0      +0.0000
 392       0.1044 0      +0.0000
 393       0.1350 0      +0.0000
 394       0.0490 0      +0.0000
 395       0.0746 0      +0.0000
 396       0.0462 1      +0.0000
 397       0.0000 0      +0.0000
 398       0.0000 0      +0.0000
 399       0.0000 0      +0.0000
 400       0.0000 0      +0.0000
 401       0.0000 0      +0.0000
 402       0.0000 0      +0.0000
 403       0.0000 0      +0.0000
 404       0.0000 0      +0.0000
 405       0.0000 0      +0.0000
 406       0.0000 0      +0.0000
 407       0.3319 0      +0.0000
 408       0.5350 0      +0.0000
 409       0.0000 0      +0.0000
 410       0.0000 0      +0.0000
 411       0.0000 0      +0.0000
 412       0.0000 0      +0.0000
 413       0.0000 0      +0.0000
 414       0.1746 1      +0.0000
 415       0.0000 0      +0.0000
 416       0.0597 0      +0.0000
 417       0.2681 0      +0.0000
 418       0.0482 1      +0.0000
 419       0.0000 0      +0.0000
 420       0.0000 0      +0.0000
 421       0.0000 0      +0.0000
 422       0.0000 0      +0.0000
 423       0.0000 0      +0.0000
 424       0.0000 0      +0.0000
 425       0.0000 0      +0.0000
 426       0.0000 0      +0.0000
 427       0.0000 0      +0.0000
 428       0.0000 0      +0.0000
 429       0.0000 0      +0.0000
 430       0.0000 0      +0.0000
 431       0.0000 0      +0.0000
 432       0.0000 0      +0.0000
 433       0.0000 0      +0.0000
 434       0.0000 0      +0.0000
 435       0.0000 0      +0.0000
 436       0.0000 0      +0.0000
 437       0.0000 0      +0.0000
 438       0.0000 0      +0.0000
 439       0.0000 0      +0.0000
 440       0.0000 0      +0.0000
 441       0.0000 0      +0.0000
 442       0.0000 0      +0.0000
 443       0.0000 0      +0.0000
 444       0.0000 0      +0.0000
 445       0.0000 0      +0.0000
 446       0.0000 0      +0.0000
 447       0.0000 0      +0.0000
 448       0.0000 0      +0.0000
 449       0.0000 0      +0.0000
 450       0.0000 0      +0.0000
 451       0.0000 0      +0.0000
 452       0.0000 0      +0.0000
 453       0.0000 0      +0.0000
 454       0.0000 0      +0.0000
 455       0.0000 0      +0.0000
 456       0.0000 0      +0.0000
 457       0.0000 0      +0.0000
 458       0.0000 0      +0.0000
 459       0.0000 0      +0.0000
 460       0.0000 0      +0.0000
 461       0.0000 0      +0.0000
 462       0.0000 0      +0.0000
 463       0.0000 0      +0.0000
 464       0.0000 0      +0.0000
 465       0.0000 0      +0.0000
 466       0.0000 0      +0.0000
 467       0.0000 0      +0.0000
 468       0.0000 0      +0.0000
 469       0.0000 0      +0.0000
 470       0.0000 0      +0.0000
 471       0.0000 0      +0.0000
 472       0.0000 0      +0.0000
 473       0.0000 0      +0.0000
 474       0.0000 0      +0.0000
 475       0.0000 0      +0.0000
 476       0.0000 0      +0.0000
 477       0.0000 0      +0.0000
 478       0.0000 0      +0.0000
 479       0.0000 0      +0.0000
 480       0.0000 0      +0.0000
 481       0.0000 0      +0.0000
 482       0.0000 0      +0.0000
 483       0.1473 0      +0.0000
 484       0.5695 1      +0.0000
 485       0.7649 1      +0.0000
 486       1.1134 0      +0.0000
 487       0.5893 1      +0.0000
 488       7.5215 0      +0.0000
 489       1.0827 1      +0.0000
 490       0.0000 0      +0.0000
 491       0.2041 1      +0.0000
 492       0.0000 0      +0.0000
 493       0.0000 0      +0.0000
 494       0.0000 0      +0.0000
 495       0.0000 0      +0.0000
 496       0.0000 0      +0.0000
 497       0.0000 0      +0.0000
 498       0.0000 0      +0.0000
 499       0.0000 0      +0.0000
 500       0.0000 0      +0.0000
 501       0.0000 0      +0.0000
 502       0.0000 0      +0.0000
 503       0.0000 0      +0.0000
 504       0.0000 0      +0.0000
 505       0.0000 0      +0.0000
 506       0.0000 0      +0.0000
 507       0.0000 0      +0.0000
 508       0.0000 0      +0.0000
 509       0.0000 0      +0.0000
 510       0.0000 0      +0.0000
 511       0.0000 0      +0.0000
 512       0.0000 0      +0.0000
 513       0.0000 0      +0.0000
 514       0.0000 0      +0.0000
 515       0.0000 0      +0.0000
 516       0.0000 0      +0.0000
 517       0.0000 0      +0.0000
 518       0.0000 0      +0.0000
 519       0.0000 0      +0.0000
 520       0.0000 0      +0.0000
 521       0.0000 0      +0.0000
 522       0.0000 0      +0.0000
 523       0.0000 0      +0.0000
 524       0.0000 0      +0.0000
 525       0.0000 0      +0.0000
 526       0.0000 0      +0.0000
 527       0.0000 0      +0.0000
 528       0.0000 0      +0.0000
 529       0.0000 0      +0.0000
 530       0.0000 0      +0.0000
 531       0.0000 0      +0.0000
 532       0.0000 0      +0.0000
 533       0.0000 0      +0.0000
 534       0.0000 0      +0.0000
 535       0.0000 0      +0.0000
 536       0.0000 0      +0.0000
 537       0.0000 0      +0.0000
 538       0.0000 0      +0.0000
 539       0.0000 0      +0.0000
 540       0.0000 0      +0.0000
 541       0.0000 0      +0.0000
 542       0.1152 1      +0.0000
 543       0.0908 1      +0.0000
 544       0.0000 0      +0.0000
 545       0.0000 0      +0.0000
 546       0.0000 0      +0.0000
 547       0.0000 0      +0.0000
 548       0.0000 0      +0.0000
 549       0.0000 0      +0.0000
 550       0.0000 0      +0.0000
 551       0.0000 0      +0.0000
 552       0.0000 0      +0.0000
 553       0.0000 0      +0.0000
 554       0.0000 0      +0.0000
 555       0.0000 0      +0.0000
 556       0.0000 0      +0.0000
 557       0.0000 0      +0.0000
 558       0.0000 0      +0.0000
 559       0.0000 0      +0.0000
 560       0.0000 0      +0.0000
 561       0.0000 0      +0.0000
 562       0.0000 0      +0.0000
 563       0.0000 0      +0.0000
 564       0.0000 0      +0.0000
 565       0.0000 0      +0.0000
 566       0.0000 0      +0.0000
 567       0.0000 0      +0.0000
 568       0.0000 0      +0.0000
 569       0.0000 0      +0.0000
 570       0.0000 0      +0.0000
 571       0.0000 0      +0.0000
 572       0.0000 0      +0.0000
 573       0.0000 0      +0.0000
 574       0.0000 0      +0.0000
 575       0.0000 0      +0.0000
 576       0.0000 0      +0.0000
 577       0.0000 0      +0.0000
 578       0.0000 0      +0.0000
 579       0.0000 0      +0.0000
 580       0.0000 0      +0.0000
 581       0.0000 0      +0.0000
 582       0.0000 0      +0.0000
 583       0.0000 0      +0.0000
 584       0.0000 0      +0.0000
 585       0.0000 0      +0.0000
 586       0.1010 0      +0.0000
 587       0.1818 1      +0.0000
 588       1.5313 1      +0.0000
 589       5.3440 1      +0.0000
 590       0.9370 1      +0.0000
 591       0.6838 1      +0.0000
 592       0.0000 0      +0.0000
 593       4.6810 0      +0.0000
 594      10.2014 0      +0.0000
 595       5.4415 0      +0.0000
 596       0.0000 0      +0.0000
 597      17.0986 1      +0.0000
 598       8.1215 1      +0.0000
 599       0.4714 1      +0.0000
 600       0.1611 0      +0.0000
 601       0.0000 0      +0.0000
 602       0.0000 0      +0.0000
 603       0.0000 0      +0.0000
 604       0.0000 0      +0.0000
 605       0.0000 0      +0.0000
 606       0.0000 0      +0.0000
 607       0.0000 0      +0.0000
 608       0.0000 0      +0.0000
 609       0.0000 0      +0.0000
 610       0.0000 0      +0.0000
 611       0.0000 0      +0.0000
 612       0.0000 0      +0.0000
 613       0.0000 0      +0.0000
 614       0.0000 0      +0.0000
 615       0.0000 0      +0.0000
 616       0.0000 0      +0.0000
 617       0.0000 0      +0.0000
 618       0.0000 0      +0.0000
 619       0.0000 0      +0.0000
 620       0.0000 0      +0.0000
 621       0.0000 0      +0.0000
 622       0.0000 0      +0.0000
 623       0.0000 0      +0.0000
 624       0.0000 0      +0.0000
 625       0.0000 0      +0.0000
 626       0.0000 0      +0.0000
 627       0.0000 0      +0.0000
 628       0.0000 0      +0.0000
 629       0.0000 0      +0.0000
 630       0.0000 0      +0.0000
 631       0.0000 0      +0.0000
 632       0.0000 0      +0.0000
 633       0.0000 0      +0.0000
 634       0.0000 0      +0.0000
 635       0.0000 0      +0.0000
 636       0.0000 0      +0.0000
 637       0.0000 0      +0.0000
 638       0.0000 0      +0.0000
 639       0.0000 0      +0.0000
 640       0.0000 0      +0.0000
 641       0.0000 0      +0.0000
 642       0.0000 0      +0.0000
 643       0.0000 0      +0.0000
 644       0.0000 0      +0.0000
 645       0.0000 0      +0.0000
 646       0.0000 0      +0.0000
 647       0.0000 0      +0.0000
 648       0.0000 0      +0.0000
 649       0.0000 0      +0.0000
 650       0.0000 0      +0.0000
 651       0.0000 0      +0.0000
 652       0.0000 0      +0.0000
 653       0.0000 0      +0.0000
 654       0.0000 0      +0.0000
 655       0.0000 0      +0.0000
 656       0.0000 0      +0.0000
 657       0.0000 0      +0.0000
 658       0.0000 0      +0.0000
 659       0.0000 0      +0.0000
 660       0.0000 0      +0.0000
 661       0.0000 0      +0.0000
 662       0.0000 0      +0.0000
 663       0.0000 0      +0.0000
 664       0.0000 0      +0.0000
 665       0.0000 0      +0.0000
 666       0.0000 0      +0.0000
 667       0.0000 0      +0.0000
 668       0.0000 0      +0.0000
 669       0.0000 0      +0.0000
 670       0.0000 0      +0.0000
 671       0.0000 0      +0.0000
 672       0.0000 0      +0.0000
 673       0.0000 0      +0.0000
 674       0.0000 0      +0.0000
 675       0.0000 0      +0.0000
 676       0.0000 0      +0.0000
 677       0.0000 0      +0.0000
 678       0.0000 0      +0.0000
 679       0.0000 0      +0.0000
 680       0.0000 0      +0.0000
 681       0.0000 0      +0.0000
 682       0.0000 0      +0.0000
 683       0.0000 0      +0.0000
 684       0.0000 0      +0.0000
 685       0.0000 0      +0.0000
 686       0.0000 0      +0.0000
 687       0.0000 0      +0.0000
 688       0.0000 0      +0.0000
 689       0.0000 0      +0.0000
 690       0.0000 0      +0.0000
 691       0.0000 0      +0.0000
 692       0.0000 0      +0.0000
 693       0.0000 0      +0.0000
 694       0.0000 0      +0.0000
 695       0.0000 0      +0.0000
 696       0.0000 0      +0.0000
 697       0.0000 0      +0.0000
 698       0.0000 0      +0.0000
 699       0.0000 0      +0.0000
 700       0.0000 0      +0.0000
 701       0.0000 0      +0.0000
 702       0.0000 0      +0.0000
 703       0.0000 0      +0.0000
 704       0.0000 0      +0.0000
 705       0.0000 0      +0.0000
 706       0.0000 0      +0.0000
 707       0.0000 0      +0.0000
 708       0.0000 0      +0.0000
 709       0.0000 0      +0.0000
 710       0.0000 0      +0.0000
 711       0.0000 0      +0.0000
 712       0.0000 0      +0.0000
 713       0.0000 0      +0.0000
 714       0.0000 0      +0.0000
 715       0.0000 0      +0.0000
 716       0.0000 0      +0.0000
 717       0.0000 0      +0.0000
 718       0.0000 0      +0.0000
 719       0.0000 0      +0.0000
 720       0.0000 0      +0.0000
 721       0.0000 0      +0.0000
 722       0.0000 0      +0.0000
 723       0.0000 0      +0.0000
 724       0.0000 0      +0.0000
 725       0.0000 0      +0.0000
 726       0.0000 0      +0.0000
 727       0.0000 0      +0.0000
 728       0.0000 0      +0.0000
 729       0.0000 0      +0.0000
 730       0.0000 0      +0.0000
 731       0.0000 0      +0.0000
 732       0.0000 0      +0.0000
 733       0.0000 0      +0.0000
 734       0.0000 0      +0.0000
 735       0.0000 0      +0.0000
 736       0.0000 0      +0.0000
 737       0.0000 0      +0.0000
 738       0.0000 0      +0.0000
 739       0.0000 0      +0.0000
 740       0.0000 0      +0.0000
 741       0.0000 0      +0.0000
 742       0.0000 0      +0.0000
 743       0.0000 0      +0.0000
 744       0.0000 0      +0.0000
 745       0.0000 0      +0.0000
 746       0.0000 0      +0.0000
 747       0.0000 0      +0.0000
 748       0.0000 0      +0.0000
 749       0.0000 0      +0.0000
 750       0.0000 0      +0.0000
 751       0.0000 0      +0.0000
 752       0.0000 0      +0.0000
 753       0.0000 0      +0.0000
 754       0.0000 0      +0.0000
 755       0.0000 0      +0.0000
 756       0.0000 0      +0.0000
 757       0.0000 0      +0.0000
 758       0.0000 0      +0.0000
 759       0.0000 0      +0.0000
 760       0.0000 0      +0.0000
 761       0.0000 0      +0.0000
 762       0.0000 0      +0.0000
 763       0.0000 0      +0.0000
 764       0.0000 0      +0.0000
 765       0.0000 0      +0.0000
 766       0.0000 0      +0.0000
 767       0.0000 0      +0.0000
 768       0.0000 0      +0.0000
 769       0.0000 0      +0.0000
 770       0.0000 0      +0.0000
 771       0.0000 0      +0.0000
 772       0.0000 0      +0.0000
 773       0.1528 1      +0.0000
 774       0.2529 1      +0.0000
 775       0.2129 1      +0.0000
 776       0.1437 1      +0.0000
 777       0.1391 0      +0.0000
 778       0.2884 1      +0.0000
 779       0.3994 1      +0.0000
 780       0.7936 1      +0.0000
 781       1.7795 1      +0.0000
 782       4.5174 0      +0.0000
 783       7.2093 1      +0.0000
 784       5.7224 1      +0.0000
 785       4.0425 1      +0.0000
 786       1.9831 1      +0.0000
 787       0.9118 1      +0.0000
 788       0.3794 1      +0.0000
 789       0.5412 1      +0.0000
 790       0.6844 1      +0.0000
 791       0.6938 1      +0.0000
 792       0.6095 1      +0.0000
 793       0.2983 1      +0.0000
 794       0.2170 1      +0.0000
 795       0.2113 1      +0.0000
 796       0.4176 1      +0.0000
 797       0.8137 1      +0.0000
 798       0.8304 1      +0.0000
 799       0.6519 1      +0.0000
 800       0.6873 1      +0.0000
 801       1.5200 1      +0.0000
 802       0.0000 0      +0.0000
 803       0.0000 0      +0.0000
 804       1.0528 1      +0.0000
 805       0.3962 1      +0.0000
 806       0.0000 0      +0.0000
 807       0.0000 0      +0.0000
 808       0.1182 1      +0.0000
 809       0.8923 0      +0.0000
 810       1.7919 1      +0.0000
 811       1.0321 1      +0.0000
 812       0.2809 1      +0.0000
 813       0.5177 1      +0.0000
 814       0.7333 1      +0.0000
 815       0.5707 1      +0.0000
 816       0.3286 1      +0.0000
 817       0.1209 1      +0.0000
 818       0.0891 1      +0.0000
 819       0.1306 1      +0.0000
 820       0.1970 0      +0.0000
 821       0.2958 1      +0.0000
 822       0.2821 1      +0.0000
 823       0.2377 1      +0.0000
 824       0.7166 1      +0.0000
 825       1.4306 1      +0.0000
 826       0.2030 1      +0.0000
 827       0.0000 0      +0.0000
 828       0.0000 0      +0.0000
 829       0.0000 0      +0.0000
 830       0.2971 1      +0.0000
 831       2.2522 1      +0.0000
 832       5.3636 1      +0.0000
 833       5.0177 1      +0.0000
 834       2.0644 1      +0.0000
 835       0.7794 1      +0.0000
 836       1.3054 1      +0.0000
 837       2.7082 1      +0.0000
 838       5.6096 1      +0.0000
 839       0.6742 0      +0.0000
 840       0.1689 0      +0.0000
 841       0.1296 1      +0.0000
 842       0.0000 0      +0.0000
 843       0.0000 0      +0.0000
 844       0.0411 1      +0.0000
 845       0.0389 0      +0.0000
 846       0.0000 0      +0.0000
 847       0.0000 0      +0.0000
 848       0.0000 0      +0.0000
 849       0.0000 0      +0.0000
 850       0.0000 0      +0.0000
 851       0.0000 0      +0.0000
 852       0.0000 0      +0.0000
 853       0.0000 0      +0.0000
 854       0.0000 0      +0.0000
 855       0.0000 0      +0.0000
 856       0.0000 0      +0.0000
 857       0.0000 0      +0.0000
 858       0.0000 0      +0.0000
 859       0.0000 0      +0.0000
 860       0.0000 0      +0.0000
 861       0.0000 0      +0.0000
 862       0.0000 0      +0.0000
 863       0.0000 0      +0.0000
 864       0.0000 0      +0.0000
 865       0.0000 0      +0.0000
 866       0.0000 0      +0.0000
 867       0.0000 0      +0.0000
 868       0.0000 0      +0.0000
 869       0.0000 0      +0.0000
 870       0.0000 0      +0.0000
 871       0.0000 0      +0.0000
 872       0.0000 0      +0.0000
 873       0.0000 0      +0.0000
 874       0.0000 0      +0.0000
 875       0.0000 0      +0.0000
 876       0.0000 0      +0.0000
 877       0.0000 0      +0.0000
